Name,Address,Zip,Location,MinPrice,MaxPrice,Currency,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,AveragePrice,state_id,state_name,region,General_Category
Mourad,"140 New Montgomery St., San Francisco, 94105, United States",94105,San Francisco,76.0,155.0,USD,"Moroccan, Contemporary",-122.39987,37.78695,-1745,https://guide.michelin.com/en/california/san-francisco/restaurant/mourad,https://www.mouradsf.com/,1 MICHELIN Star,115.5,CA,California,West,Moroccan
Angler SF,"132 The Embarcadero, San Francisco, 94105, United States",94105,San Francisco,600.0,600.0,USD,"Contemporary, Seafood",-122.39213,37.793167,-8899,https://guide.michelin.com/en/california/san-francisco/restaurant/angler-sf,https://www.anglerrestaurants.com/,1 MICHELIN Star,600.0,CA,California,West,Contemporary
Kin Khao,"55 Cyril Magnin St., San Francisco, 94102, United States",94102,San Francisco,55.0,70.0,USD,"Thai, Californian",-122.40951,37.785267,-6403,https://guide.michelin.com/en/california/san-francisco/restaurant/kin-khao,https://www.kinkhao.com/,1 MICHELIN Star,62.5,CA,California,West,Thai
Gary Danko,"800 North Point St., San Francisco, 94109, United States",94109,San Francisco,95.0,139.0,USD,Contemporary,-122.4206863,37.8058115,-1394,https://guide.michelin.com/en/california/san-francisco/restaurant/gary-danko,https://www.garydanko.com/,1 MICHELIN Star,117.0,CA,California,West,Contemporary
SPQR,"1911 Fillmore St., San Francisco, 94115, United States",94115,San Francisco,39.0,120.0,USD,"Italian, Contemporary",-122.4336712,37.7873703,-7135,https://guide.michelin.com/en/california/san-francisco/restaurant/spqr,https://www.spqrsf.com/,1 MICHELIN Star,79.5,CA,California,West,Italian
Avery,"1552 Fillmore St., San Francisco, 94115, United States",94115,San Francisco,89.0,189.0,USD,"Contemporary, Creative",-122.43278,37.783783,-589,https://guide.michelin.com/en/california/san-francisco/restaurant/avery,https://www.averysf.com/,1 MICHELIN Star,139.0,CA,California,West,Contemporary
Bar Crenn,"3131 Fillmore St., San Francisco, 94123, United States",94123,San Francisco,85.0,165.0,USD,"French, Classic French",-122.43581,37.798435,515,https://guide.michelin.com/en/california/san-francisco/restaurant/bar-crenn,https://www.barcrenn.com/,1 MICHELIN Star,125.0,CA,California,West,French
The Shota,"115 Sansome St., San Francisco, 94104, United States",94104,San Francisco,175.0,175.0,USD,"Japanese, Sushi",-122.4009242,37.7915182,-670,https://guide.michelin.com/en/california/san-francisco/restaurant/the-shota,http://www.theshotasf.com,1 MICHELIN Star,175.0,CA,California,West,Japanese
Spruce,"3640 Sacramento St., San Francisco, 94118, United States",94118,San Francisco,75.0,75.0,USD,"Californian, Contemporary",-122.45264,37.78772,-4616,https://guide.michelin.com/en/california/san-francisco/restaurant/spruce,https://www.sprucesf.com/,1 MICHELIN Star,75.0,CA,California,West,Californian
Marlena,"300 Precita Ave., San Francisco, 94110, United States",94110,San Francisco,65.0,110.0,USD,"Californian, Contemporary",-122.4134486,37.7467485,-4982,https://guide.michelin.com/en/california/san-francisco/restaurant/marlena,https://www.marlenarestaurant.com,1 MICHELIN Star,87.5,CA,California,West,Californian
The Kitchen,"2225 Hurley Way, Ste. 101, Sacramento, 95825, United States",95825,Sacramento,155.0,155.0,USD,"Contemporary, Californian",-121.414234,38.5890509,-5823,https://guide.michelin.com/en/california/us-sacramento/restaurant/the-kitchen-559371,https://www.thekitchenrestaurant.com/,1 MICHELIN Star,155.0,CA,California,West,Contemporary
Taco María,"3313 Hyland Blvd., Ste. C21, Costa Mesa, 92626, United States",92626,Costa Mesa,89.0,89.0,USD,"Mexican, Contemporary",-117.9257477,33.6949591,-7268,https://guide.michelin.com/en/california/us-costa-mesa/restaurant/taco-maria,https://www.tacomaria.com/,1 MICHELIN Star,89.0,CA,California,West,Mexican
Knife Pleat,"3333 S. Bristol St., Ste. 3001, Costa Mesa, 92626, United States",92626,Costa Mesa,80.0,135.0,USD,"Contemporary, Modern French",-117.8856979,33.6904299,-1940,https://guide.michelin.com/en/california/us-costa-mesa/restaurant/knife-pleat,https://www.knifepleat.com/,1 MICHELIN Star,107.5,CA,California,West,Contemporary
Hana re,"2930 Bristol St., Costa Mesa, 92626, United States",92626,Costa Mesa,200.0,300.0,USD,"Japanese, Sushi",-117.8854377,33.6778676,-1631,https://guide.michelin.com/en/california/us-costa-mesa/restaurant/hana-re,https://www.hanaresushi.com/,1 MICHELIN Star,250.0,CA,California,West,Japanese
Protégé,"250 California Ave., Palo Alto, 94306, United States",94306,Palo Alto,150.0,210.0,USD,"Contemporary, Californian",-122.14362,37.427853,https://www.protegepaloalto.com/,https://guide.michelin.com/en/california/palo-alto/restaurant/protege,https://www.protegepaloalto.com/,1 MICHELIN Star,180.0,CA,California,West,Contemporary
The Four Horsemen,"295 Grand St., New York, 11211, United States",11211,New York,60.0,85.0,USD,"American, Californian",-73.9574999,40.7129264,-3781,https://guide.michelin.com/en/new-york-state/new-york/restaurant/the-four-horsemen,https://www.fourhorsemenbk.com/,1 MICHELIN Star,72.5,NY,New York,Northeast,American
Hirohisa,"73 Thompson St., New York, 10012, United States",10012,New York,75.0,160.0,USD,"Japanese, Classic Cuisine",-74.003006,40.72452,-1326,https://guide.michelin.com/en/new-york-state/new-york/restaurant/hirohisa,https://www.hirohisa.nyc/,1 MICHELIN Star,117.5,NY,New York,Northeast,Japanese
Estela,"47 E. Houston St., New York, 10012, United States",10012,New York,60.0,100.0,USD,"Contemporary, American",-73.9948,40.72471,-6700,https://guide.michelin.com/en/new-york-state/new-york/restaurant/estela,https://www.estelanyc.com/,1 MICHELIN Star,80.0,NY,New York,Northeast,Contemporary
Tuome,"536 E. 5th St., New York, 10009, United States",10009,New York,75.0,75.0,USD,Fusion,-73.9828,40.724194,-6998,https://guide.michelin.com/en/new-york-state/new-york/restaurant/tuome,https://www.tuomenyc.com/,1 MICHELIN Star,75.0,NY,New York,Northeast,Fusion
Sushi Amane,"245 E. 44th St., New York, 10017, United States",10017,New York,250.0,250.0,USD,"Japanese, Sushi",-73.9717128,40.7514424,-5074,https://guide.michelin.com/en/new-york-state/new-york/restaurant/sushi-amane,https://www.sushi-amane.com/,1 MICHELIN Star,250.0,NY,New York,Northeast,Japanese
Claro,"284 Third Ave., New York, 11215, United States",11215,New York,50.0,50.0,USD,Mexican,-73.98615,40.677395,-2500,https://guide.michelin.com/en/new-york-state/new-york/restaurant/claro,https://www.clarobk.com/,1 MICHELIN Star,50.0,NY,New York,Northeast,Mexican
Tsukimi,"288 E. 10th St., New York, 10003, United States",10003,New York,195.0,195.0,USD,"Japanese, Seasonal Cuisine",-73.9852509,40.7290162,www.tsukimi.nyc,https://guide.michelin.com/en/new-york-state/new-york/restaurant/tsukimi,http://www.tsukimi.nyc,1 MICHELIN Star,195.0,NY,New York,Northeast,Japanese
Vestry,"246 Spring St., New York, 10013, United States",10013,New York,103.0,103.0,USD,"Contemporary, Modern Cuisine",-74.0055581,40.7256137,-922,https://guide.michelin.com/en/new-york-state/new-york/restaurant/vestry,https://www.vestrynyc.com/,1 MICHELIN Star,103.0,NY,New York,Northeast,Contemporary
Peter Luger,"178 Broadway, New York, 11211, United States",11211,New York,150.0,150.0,USD,"Steakhouse, American",-73.9625494,40.709889,-6069,https://guide.michelin.com/en/new-york-state/new-york/restaurant/peter-luger,https://www.peterluger.com/,1 MICHELIN Star,150.0,NY,New York,Northeast,Steakhouse
Wallsé,"344 W. 11th St., New York, 10014, United States",10014,New York,150.0,150.0,USD,"Austrian, Contemporary",-74.0081949,40.7354574,-1440,https://guide.michelin.com/en/new-york-state/new-york/restaurant/wallse,https://www.wallse.com/,1 MICHELIN Star,150.0,NY,New York,Northeast,Austrian
Francie,"134 Broadway, New York, 11249, United States",11249,New York,90.0,90.0,USD,"Contemporary, Italian",-73.9637588,40.7103459,-6072,https://guide.michelin.com/en/new-york-state/new-york/restaurant/francie,https://www.franciebrooklyn.com/,1 MICHELIN Star,90.0,NY,New York,Northeast,Contemporary
Casa Mono,"52 Irving Pl., New York, 10003, United States",10003,New York,75.0,75.0,USD,"Spanish, Contemporary",-73.9873421,40.735895,-1814,https://guide.michelin.com/en/new-york-state/new-york/restaurant/casa-mono,https://www.casamononyc.com/,1 MICHELIN Star,75.0,NY,New York,Northeast,Spanish
Le Jardinier,"610 Lexington Ave., New York, 10022, United States",10022,New York,85.0,115.0,USD,"French, Contemporary",-73.9714729,40.7579445,-8450,https://guide.michelin.com/en/new-york-state/new-york/restaurant/le-jardinier,https://www.lejardinier-nyc.com/,1 MICHELIN Star,100.0,NY,New York,Northeast,French
Sushi Ginza Onodera,"461 Fifth Ave., New York, 10017, United States",10017,New York,100.0,445.0,USD,"Japanese, Sushi",-73.981575,40.752396,-103,https://guide.michelin.com/en/new-york-state/new-york/restaurant/sushi-ginza-onodera,https://www.sushiginzaonoderanewyork.com/,1 MICHELIN Star,272.5,NY,New York,Northeast,Japanese
Noda,"37 W. 20th St., New York, 10001, United States",10001,New York,315.0,315.0,USD,"Japanese, Sushi",-73.9930802,40.7404543,undefined,https://guide.michelin.com/en/new-york-state/new-york/restaurant/noda,https://www.noda.nyc/,1 MICHELIN Star,315.0,NY,New York,Northeast,Japanese
Kochi,"652 Tenth Ave., New York, 10036, United States",10036,New York,75.0,75.0,USD,"Korean, Contemporary",-73.993568,40.7620076,-6140,https://guide.michelin.com/en/new-york-state/new-york/restaurant/kochi,https://kochinyc.com/,1 MICHELIN Star,75.0,NY,New York,Northeast,Korean
Crown Shy,"70 Pine St., New York, 10005, United States",10005,New York,45.0,90.0,USD,"Contemporary, American",-74.0087206,40.7067068,-1237,https://guide.michelin.com/en/new-york-state/new-york/restaurant/crown-shy,https://www.crownshy.nyc/,1 MICHELIN Star,67.5,NY,New York,Northeast,Contemporary
Sushi Noz,"181 E. 78th St., New York, 10075, United States",10075,New York,175.0,325.0,USD,"Japanese, Sushi",-73.958275,40.77384,-213,https://guide.michelin.com/en/new-york-state/new-york/restaurant/sushi-noz,https://www.sushinoz.com/,1 MICHELIN Star,250.0,NY,New York,Northeast,Japanese
Blue Hill,"75 Washington Pl., New York, 10011, United States",10011,New York,95.0,108.0,USD,American,-73.9996385,40.7319711,-1103,https://guide.michelin.com/en/new-york-state/new-york/restaurant/blue-hill,http://www.bluehillfarm.com/,1 MICHELIN Star,101.5,NY,New York,Northeast,American
Kajitsu,"125 E. 39th St., New York, 10016, United States",10016,New York,120.0,120.0,USD,"Japanese, Vegan",-73.9781131,40.7499602,-3889,https://guide.michelin.com/en/new-york-state/new-york/restaurant/kajitsu,https://www.kajitsunyc.com/,1 MICHELIN Star,120.0,NY,New York,Northeast,Japanese
The Musket Room,"265 Elizabeth St., New York, 10012, United States",10012,New York,66.0,98.0,USD,"Contemporary, American Contemporary",-73.99375,40.723915,229,https://guide.michelin.com/en/new-york-state/new-york/restaurant/the-musket-room,https://www.themusketroom.com/,1 MICHELIN Star,82.0,NY,New York,Northeast,Contemporary
ZZ’s Clam Bar,"169 Thompson St., New York, 10012, United States",10012,New York,150.0,150.0,USD,Seafood,-74.00046,40.727646,-2042,https://guide.michelin.com/en/new-york-state/new-york/restaurant/zz-s-clam-bar,https://www.zzsclambar.com/,1 MICHELIN Star,150.0,NY,New York,Northeast,Seafood
Oxalis,"791 Washington Ave., New York, 11238, United States",11238,New York,40.0,105.0,USD,"Contemporary, American Contemporary",-73.9627166,40.6729122,-7578,https://guide.michelin.com/en/new-york-state/new-york/restaurant/oxalis,https://www.oxalisnyc.com/,1 MICHELIN Star,72.5,NY,New York,Northeast,Contemporary
Oxomoco,"128 Greenpoint Ave., New York, 11222, United States",11222,New York,50.0,75.0,USD,"Mexican, Contemporary",-73.9555039,40.7300224,-3222,https://guide.michelin.com/en/new-york-state/new-york/restaurant/oxomoco,https://www.oxomoconyc.com/,1 MICHELIN Star,62.5,NY,New York,Northeast,Mexican
Jua,"36 E. 22nd St., New York, 10010, United States",10010,New York,130.0,130.0,USD,"Korean, Korean Contemporary",-73.9874479,40.740014,-542,https://guide.michelin.com/en/new-york-state/new-york/restaurant/jua,https://www.juanyc.com/,1 MICHELIN Star,130.0,NY,New York,Northeast,Korean
Meadowsweet,"149 Broadway, New York, 11212, United States",11212,New York,60.0,75.0,USD,"Mediterranean Cuisine, American Contemporary",-73.96317,40.710354,661,https://guide.michelin.com/en/new-york-state/new-york/restaurant/meadowsweet,https://www.meadowsweetnyc.com/,1 MICHELIN Star,67.5,NY,New York,Northeast,Mediterranean Cuisine
The River Café,"1 Water St., New York, 11201, United States",11201,New York,54.0,175.0,USD,Contemporary,-73.9942984,40.7034279,-4004,https://guide.michelin.com/en/new-york-state/new-york/restaurant/the-river-cafe,https://www.rivercafe.com/,1 MICHELIN Star,114.5,NY,New York,Northeast,Contemporary
Marea,"240 Central Park South, New York, 10019, United States",10019,New York,63.0,150.0,USD,"Seafood, Italian",-73.9810681,40.767619,-4470,https://guide.michelin.com/en/new-york-state/new-york/restaurant/marea,https://www.marea-nyc.com/,1 MICHELIN Star,106.5,NY,New York,Northeast,Seafood
odo,"17 W. 20th St., New York, 10011, United States",10011,New York,125.0,200.0,USD,"Japanese, Sushi",-73.9929904,40.7407048,https://www.odo.nyc/,https://guide.michelin.com/en/new-york-state/new-york/restaurant/odo,https://www.odo.nyc/,1 MICHELIN Star,162.5,NY,New York,Northeast,Japanese
Le Coucou,"138 Lafayette St., New York, 10013, United States",10013,New York,150.0,185.0,USD,"French, Classic French",-74.00001,40.719162,-3311,https://guide.michelin.com/en/new-york-state/new-york/restaurant/le-coucou,https://www.lecoucou.com/,1 MICHELIN Star,167.5,NY,New York,Northeast,French
Kanoyama,"175 Second Ave., New York, 10003, United States",10003,New York,75.0,75.0,USD,"Japanese, Sushi",-73.9864662,40.7306576,-4831,https://guide.michelin.com/en/new-york-state/new-york/restaurant/kanoyama,https://www.kanoyama.com/,1 MICHELIN Star,75.0,NY,New York,Northeast,Japanese
Cote,"16 W. 22nd St., New York, 10010, United States",10010,New York,84.0,180.0,USD,"Korean, Steakhouse",-73.9914627,40.7414233,-7175,https://guide.michelin.com/en/new-york-state/new-york/restaurant/cote,https://www.cotenyc.com/,1 MICHELIN Star,132.0,NY,New York,Northeast,Korean
Ai Fiori,"400 Fifth Ave., New York, 10018, United States",10018,New York,54.0,150.0,USD,Italian,-73.98357,40.75013,-8061,https://guide.michelin.com/en/new-york-state/new-york/restaurant/ai-fiori,https://www.aifiorinyc.com/,1 MICHELIN Star,102.0,NY,New York,Northeast,Italian
Rezdôra,"27 E. 20th St., New York, 10003, United States",10003,New York,60.0,90.0,USD,"Italian, Emilian",-73.9890088,40.7390046,-8136,https://guide.michelin.com/en/new-york-state/new-york/restaurant/rezdora-osteria-emiliana,https://www.rezdora.nyc/,1 MICHELIN Star,75.0,NY,New York,Northeast,Italian
Bâtard,"239 West Broadway, New York, 10013, United States",10013,New York,69.0,94.0,USD,Contemporary,-74.00589,40.719616,-1784,https://guide.michelin.com/en/new-york-state/new-york/restaurant/batard,https://www.batardtribeca.com/,1 MICHELIN Star,81.5,NY,New York,Northeast,Contemporary
Caviar Russe,"538 Madison Ave., New York, 10022, United States",10022,New York,150.0,150.0,USD,"Contemporary, Seafood",-73.97355,40.760685,-5676,https://guide.michelin.com/en/new-york-state/new-york/restaurant/caviar-russe,https://www.caviarrusse.com/,1 MICHELIN Star,150.0,NY,New York,Northeast,Contemporary
Contra,"138 Orchard St., New York, 10002, United States",10002,New York,89.0,89.0,USD,Contemporary,-73.98922,40.719917,-3887,https://guide.michelin.com/en/new-york-state/new-york/restaurant/contra,https://www.contranyc.com/,1 MICHELIN Star,89.0,NY,New York,Northeast,Contemporary
L’Appart,"225 Liberty St., New York, 10281, United States",10281,New York,185.0,185.0,USD,"French, Contemporary",-74.0155187,40.7121897,-8346,https://guide.michelin.com/en/new-york-state/new-york/restaurant/l-appart,https://www.lappartnyc.com/,1 MICHELIN Star,185.0,NY,New York,Northeast,French
Sushi Yasuda,"204 E. 43rd St., New York, 10017, United States",10017,New York,100.0,400.0,USD,"Japanese, Sushi",-73.97364,40.75108,-761,https://guide.michelin.com/en/new-york-state/new-york/restaurant/sushi-yasuda,https://www.sushiyasuda.com/,1 MICHELIN Star,250.0,NY,New York,Northeast,Japanese
Tempura Matsui,"222 E. 39th St., New York, 10158, United States",10158,New York,40.0,230.0,USD,"Japanese, Tempura",-73.9748599,40.7483542,-8659,https://guide.michelin.com/en/new-york-state/new-york/restaurant/tempura-matsui,https://www.tempuramatsui.com/,1 MICHELIN Star,135.0,NY,New York,Northeast,Japanese
Gramercy Tavern,"42 E. 20th St., New York, 10003, United States",10003,New York,99.0,189.0,USD,"Contemporary, American",-73.988991,40.7387578,-42,https://guide.michelin.com/en/new-york-state/new-york/restaurant/gramercy-tavern,https://www.gramercytavern.com/,1 MICHELIN Star,144.0,NY,New York,Northeast,Contemporary
Casa Enrique,"5-48 49th Ave., New York, 11101, United States",11101,New York,60.0,60.0,USD,"Mexican, Regional Cuisine",-73.9542808,40.7434588,-5141,https://guide.michelin.com/en/new-york-state/new-york/restaurant/casa-enrique,https://www.henrinyc.com/,1 MICHELIN Star,60.0,NY,New York,Northeast,Mexican
Sushi Nakazawa,"23 Commerce St., New York, 10014, United States",10014,New York,100.0,150.0,USD,"Japanese, Sushi",-74.00451,40.731716,-1924,https://guide.michelin.com/en/new-york-state/new-york/restaurant/sushi-nakazawa,https://www.sushinakazawa.com/,1 MICHELIN Star,125.0,NY,New York,Northeast,Japanese
Jeju Noodle Bar,"679 Greenwich St., New York, 10014, United States",10014,New York,50.0,50.0,USD,Korean,-74.00744,40.732952,33,https://guide.michelin.com/en/new-york-state/new-york/restaurant/jeju-noodle-bar,https://www.jejunoodlebar.com/,1 MICHELIN Star,50.0,NY,New York,Northeast,Korean
Don Angie,"103 Greenwich Ave., New York, 10014, United States",10014,New York,75.0,75.0,USD,"Italian, American",-74.0019745,40.7377741,-8561,https://guide.michelin.com/en/new-york-state/new-york/restaurant/don-angie,https://www.donangie.com/,1 MICHELIN Star,75.0,NY,New York,Northeast,Italian
The Clocktower,"5 Madison Ave., New York, 10010, United States",10010,New York,65.0,100.0,USD,"Contemporary, English",-73.9875324,40.7413666,-3501,https://guide.michelin.com/en/new-york-state/new-york/restaurant/the-clocktower,https://www.theclocktowernyc.com/,1 MICHELIN Star,82.5,NY,New York,Northeast,Contemporary
Kosaka,"220 W. 13th St., New York, 10011, United States",10011,New York,145.0,155.0,USD,"Japanese, Sushi",-74.00137,40.738316,-1224,https://guide.michelin.com/en/new-york-state/new-york/restaurant/kosaka,http://www.kosakanyc.com/,1 MICHELIN Star,150.0,NY,New York,Northeast,Japanese
Carbone,"181 Thompson St., New York, 10003, United States",10003,New York,150.0,150.0,USD,"Italian, Italian-American",-74.00017,40.727966,-2042,https://guide.michelin.com/en/new-york-state/new-york/restaurant/carbone,https://www.carbonenewyork.com/,1 MICHELIN Star,150.0,NY,New York,Northeast,Italian
Next,"953 W. Fulton Market, Chicago, 60607, United States",60607,Chicago,175.0,255.0,USD,"Contemporary, Innovative",-87.6518812,41.8866924,https://www.nextrestaurant.com/,https://guide.michelin.com/en/illinois/chicago/restaurant/next,https://www.nextrestaurant.com/,1 MICHELIN Star,215.0,IL,Illinois,Midwest,Contemporary
Porto,"1600 W. Chicago Ave., Chicago, 60622, United States",60622,Chicago,175.0,175.0,USD,"Portuguese, Seafood",-87.6674488,41.896121,-5626,https://guide.michelin.com/en/illinois/chicago/restaurant/porto,https://www.bonhommegroup.com/,1 MICHELIN Star,175.0,IL,Illinois,Midwest,Portuguese
Boka,"1729 N. Halsted St., Chicago, 60614, United States",60614,Chicago,95.0,165.0,USD,"Contemporary, American",-87.6482441,41.9135974,-5095,https://guide.michelin.com/en/illinois/chicago/restaurant/boka,https://www.bokachicago.com/,1 MICHELIN Star,130.0,IL,Illinois,Midwest,Contemporary
Parachute,"3500 N. Elston Ave., Chicago, 60618, United States",60618,Chicago,75.0,75.0,USD,"Korean, Contemporary",-87.70638,41.94483,-341,https://guide.michelin.com/en/illinois/chicago/restaurant/parachute,https://www.parachuterestaurant.com/,1 MICHELIN Star,75.0,IL,Illinois,Midwest,Korean
Omakase Yume,"651 W. Washington Blvd., Chicago, 60661, United States",60661,Chicago,150.0,150.0,USD,"Japanese, Sushi",-87.6446106,41.8832751,-563,https://guide.michelin.com/en/illinois/chicago/restaurant/omakase-yume,https://www.omakaseyume.com/,1 MICHELIN Star,150.0,IL,Illinois,Midwest,Japanese
Elizabeth,"4835 N. Western, Unit D, Chicago, 60625, United States",60625,Chicago,150.0,150.0,USD,"Contemporary, American",-87.688736,41.969555,441,https://guide.michelin.com/en/illinois/chicago/restaurant/elizabeth,https://www.elizabeth-restaurant.com/,1 MICHELIN Star,150.0,IL,Illinois,Midwest,Contemporary
Goosefoot,"2656 W. Lawrence Ave., Chicago, 60625, United States",60625,Chicago,165.0,165.0,USD,"Contemporary, French Contemporary",-87.6959706,41.9687073,-6716,https://guide.michelin.com/en/illinois/chicago/restaurant/goosefoot,https://www.goosefoot.net/,1 MICHELIN Star,165.0,IL,Illinois,Midwest,Contemporary
Elske,"1350 W. Randolph Ave., Chicago, 60607, United States",60607,Chicago,90.0,115.0,USD,"Contemporary, American Contemporary",-87.6608602,41.8843534,-735,https://guide.michelin.com/en/illinois/chicago/restaurant/elske,https://www.elskerestaurant.com/,1 MICHELIN Star,102.5,IL,Illinois,Midwest,Contemporary
Topolobampo,"445 N. Clark St., Chicago, 60654, United States",60654,Chicago,100.0,140.0,USD,"Mexican, Regional Cuisine",-87.6309689,41.8907039,-783,https://guide.michelin.com/en/illinois/chicago/restaurant/topolobampo,https://www.rickbayless.com/,1 MICHELIN Star,120.0,IL,Illinois,Midwest,Mexican
Mako,"731 W. Lake St., Chicago, 60661, United States",60661,Chicago,175.0,175.0,USD,"Japanese, Sushi",-87.6468966,41.8857746,-363,https://guide.michelin.com/en/illinois/chicago/restaurant/mako,https://www.makochicago.com/,1 MICHELIN Star,175.0,IL,Illinois,Midwest,Japanese
Sepia,"123 N. Jefferson St., Chicago, 60661, United States",60661,Chicago,75.0,85.0,USD,"American, American Contemporary",-87.64247,41.88394,-1049,https://guide.michelin.com/en/illinois/chicago/restaurant/sepia,https://www.sepiachicago.com/,1 MICHELIN Star,80.0,IL,Illinois,Midwest,American
EL Ideas,"2419 W. 14th St., Chicago, 60618, United States",60618,Chicago,150.0,150.0,USD,"Contemporary, Creative",-87.68686,41.863,-7058,https://guide.michelin.com/en/illinois/chicago/restaurant/el-ideas,https://www.elideas.com/,1 MICHELIN Star,150.0,IL,Illinois,Midwest,Contemporary
North Pond,"2610 N. Cannon Dr., Chicago, 60614, United States",60614,Chicago,76.0,95.0,USD,"Contemporary, American",-87.6362118,41.9301645,-4549,https://guide.michelin.com/en/illinois/chicago/restaurant/north-pond,http://www.northpondrestaurant.com/,1 MICHELIN Star,85.5,IL,Illinois,Midwest,Contemporary
Temporis,"933 N. Ashland Ave., Chicago, 60622, United States",60622,Chicago,175.0,175.0,USD,"Contemporary, Modern Cuisine",-87.66725,41.898907,-3885,https://guide.michelin.com/en/illinois/chicago/restaurant/temporis,https://www.temporischicago.com/,1 MICHELIN Star,175.0,IL,Illinois,Midwest,Contemporary
Métier,"1015 7th St. NW, Washington, 20001, United States",20001,Washington,200.0,255.0,USD,"Contemporary, Modern French",-77.0218,38.903503,-7035,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/metier,https://www.metierdc.com/,1 MICHELIN Star,227.5,DC,District of Columbia,South,Contemporary
Sushi Taro,"1503 17th St. NW, Washington, 20036, United States",20036,Washington,300.0,300.0,USD,"Japanese, Seasonal Cuisine",-77.03834,38.909992,-8259,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/sushi-taro,https://www.sushitaro.com/,1 MICHELIN Star,300.0,DC,District of Columbia,South,Japanese
Sushi Nakazawa,"1100 Pennsylvania Ave. NW, Washington, 20004, United States",20004,Washington,120.0,150.0,USD,"Japanese, Sushi",-77.02701,38.89466,-2602,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/sushi-nakazawa1160153,https://www.sushinakazawa.com/,1 MICHELIN Star,135.0,DC,District of Columbia,South,Japanese
The Dabney,"122 Blagden Alley NW, Washington, 20001, United States",20001,Washington,50.0,50.0,USD,American,-77.0245936,38.9062921,-263,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/the-dabney,https://www.thedabney.com/,1 MICHELIN Star,50.0,DC,District of Columbia,South,American
Tail Up Goat,"1827 Adams Mill Rd. NW, Washington, 20009, United States",20009,Washington,50.0,50.0,USD,Contemporary,-77.0428198,38.9232785,-9384,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/tail-up-goat,https://www.tailupgoat.com/,1 MICHELIN Star,50.0,DC,District of Columbia,South,Contemporary
Fiola,"601 Pennsylvania Ave. NW, Washington, 20004, United States",20004,Washington,150.0,225.0,USD,"Italian, Contemporary",-77.01991,38.89283,-2314,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/fiola,https://www.fioladc.com/,1 MICHELIN Star,187.5,DC,District of Columbia,South,Italian
Little Pearl,"921 Pennsylvania Ave. SE, Washington, 20003, United States",20003,Washington,85.0,85.0,USD,Contemporary,-76.9936368,38.8833557,-1284,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/little-pearl,https://www.littlepearldc.com/,1 MICHELIN Star,85.0,DC,District of Columbia,South,Contemporary
Plume,"1200 16th St. NW, Washington, 20036, United States",20036,Washington,106.0,120.0,USD,"European, French",-77.0367714,38.9058775,-1546,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/plume,http://www.plumedc.com/,1 MICHELIN Star,113.0,DC,District of Columbia,South,European
Komi,"1509 17th St. NW, Washington, 20036, United States",20036,Washington,165.0,165.0,USD,Mediterranean Cuisine,-77.03836,38.910107,-8330,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/komi,https://www.komirestaurant.com/,1 MICHELIN Star,165.0,DC,District of Columbia,South,Mediterranean Cuisine
Masseria,"1340 4th St. NE, Washington, 20002, United States",20002,Washington,168.0,350.0,USD,"Italian, Regional Cuisine",-76.99908,38.909504,-736,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/masseria,https://www.masseria-dc.com/,1 MICHELIN Star,259.0,DC,District of Columbia,South,Italian
Rooster & Owl,"2436 14th St. NW, Washington, 20009, United States",20009,Washington,65.0,65.0,USD,"Contemporary, Fusion",-77.0321599,38.9214669,-3587,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/rooster-owl,https://www.roosterowl.com/,1 MICHELIN Star,65.0,DC,District of Columbia,South,Contemporary
Elcielo D.C.,"1280 4th St. NE, Washington, 20002, United States",20002,Washington,195.0,228.0,USD,"Colombian, Contemporary",-76.9994792,38.9090145,-9222,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/elcielo-d-c,http://www.elcielowashington.com,1 MICHELIN Star,211.5,DC,District of Columbia,South,Colombian
Cranes,"724 9th St. NW, Washington, 20001, United States",20001,Washington,60.0,100.0,USD,"Spanish, Contemporary",-77.0244107,38.8991984,-4223,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/cranes,https://www.cranes-dc.com/,1 MICHELIN Star,80.0,DC,District of Columbia,South,Spanish
Rose’s Luxury,"717 8th St. SE, Washington, 20003, United States",20003,Washington,75.0,85.0,USD,Contemporary,-76.9950588,38.8806478,-8267,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/rose-s-luxury,https://www.rosesluxury.com/,1 MICHELIN Star,80.0,DC,District of Columbia,South,Contemporary
