,Name,Address,Zip,Location,MinPrice,MaxPrice,Currency,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,AveragePrice,state_id,state_name,region,General_Category
353,Pausa,"223 E. 4th Ave., San Mateo, 94401, United States",94401,San Mateo,44.0,44.0,USD,"Italian, Regional Cuisine",-122.3220038,37.5645894,457,https://guide.michelin.com/en/california/san-mateo/restaurant/pausa,https://www.pausasanmateo.com/,Bib Gourmand,44.0,CA,California,West,Italian
357,Cucina Urbana,"505 Laurel St., San Diego, 92101, United States",92101,San Diego,50.0,50.0,USD,Italian,-117.160145,32.7312497,-842,https://guide.michelin.com/en/california/us-san-diego/restaurant/cucina-urbana,https://www.urbankitchengroup.com/,Bib Gourmand,50.0,CA,California,West,Italian
359,Solare,"2820 Roosevelt Rd., San Diego, 92106, United States",92106,San Diego,50.0,50.0,USD,"Italian, Tuscan",-117.213925,32.737253,-8321,https://guide.michelin.com/en/california/us-san-diego/restaurant/solare,https://www.solarelounge.com/,Bib Gourmand,50.0,CA,California,West,Italian
360,Cesarina,"4161 Voltaire St., San Diego, 92107, United States",92107,San Diego,60.0,60.0,USD,Italian,-117.234556,32.7434966,-4829,https://guide.michelin.com/en/california/us-san-diego/restaurant/cesarina,http://www.cesarinarestaurant.com,Bib Gourmand,60.0,CA,California,West,Italian
361,Ciccia Osteria,"2233 Logan Ave., San Diego, 92113, United States",92113,San Diego,42.0,42.0,USD,"Italian, Milanese",-117.1388338,32.6974548,-3124,https://guide.michelin.com/en/california/us-san-diego/restaurant/ciccia-osteria,http://www.cicciasandiego.com,Bib Gourmand,42.0,CA,California,West,Italian
367,MAMA Oakland,"388 Grand Ave., Oakland, 94610, United States",94610,Oakland,35.0,35.0,USD,"Italian, Contemporary",-122.2542995,37.8090021,-5836,https://guide.michelin.com/en/california/oakland/restaurant/mama-oakland,http://mama-oakland.com,Bib Gourmand,35.0,CA,California,West,Italian
368,MAMA Oakland,"388 Grand Ave., Oakland, 94610, United States",94610,Oakland,35.0,35.0,USD,"Italian, Contemporary",-122.2542995,37.8090021,-5836,https://guide.michelin.com/en/california/oakland/restaurant/mama-oakland,http://mama-oakland.com,Bib Gourmand,35.0,CA,California,West,Italian
388,Colapasta,"1241 5th St., Santa Monica, 90401, United States",90401,Santa Monica,6.0,45.0,USD,Italian,-118.4962761,34.0190328,-7336,https://guide.michelin.com/en/california/santa-monica/restaurant/colapasta,http://www.colapasta.com,Bib Gourmand,25.5,CA,California,West,Italian
392,Union,"37 East Union St., Pasadena, 91103, United States",91103,Pasadena,45.0,75.0,USD,Italian,-118.14981,34.1468,-5010,https://guide.michelin.com/en/california/pasadena/restaurant/union,https://www.unionpasadena.com/,Bib Gourmand,60.0,CA,California,West,Italian
405,Jon & Vinny’s,"412 N. Fairfax Ave., Los Angeles, 90036, United States",90036,Los Angeles,50.0,50.0,USD,Italian,-118.3612687,34.0786428,-2380,https://guide.michelin.com/en/california/us-los-angeles/restaurant/jon-vinny%E2%80%99s,https://www.jonandvinnys.com/,Bib Gourmand,50.0,CA,California,West,Italian
410,Rossoblu,"1124 San Julian St., Los Angeles, 90015, United States",90015,Los Angeles,44.0,44.0,USD,"Italian, Regional Cuisine",-118.25355,34.035248,-635,https://guide.michelin.com/en/california/us-los-angeles/restaurant/rossoblu,https://www.rossoblula.com/,Bib Gourmand,44.0,CA,California,West,Italian
417,The Factory Kitchen,"1300 Factory Pl., Ste. 101, Los Angeles, 90013, United States",90013,Los Angeles,15.0,44.0,USD,"Italian, Regional Cuisine",-118.23589,34.03912,-5783,https://guide.michelin.com/en/california/us-los-angeles/restaurant/the-factory-kitchen,https://www.thefactorykitchen.com/,Bib Gourmand,29.5,CA,California,West,Italian
421,Maccheroni Republic,"332 S. Broadway, Los Angeles, 90013, United States",90013,Los Angeles,16.0,44.0,USD,"Italian, Italian-American",-118.248726,34.050137,-8858,https://guide.michelin.com/en/california/us-los-angeles/restaurant/maccheroni-republic,https://www.maccheronirepublic.com/,Bib Gourmand,30.0,CA,California,West,Italian
436,Cotogna,"490 Pacific Ave., San Francisco, 94133, United States",94133,San Francisco,80.0,80.0,USD,Italian,-122.4034608,37.7974268,-7868,https://guide.michelin.com/en/california/san-francisco/restaurant/cotogna,https://www.cotognasf.com/,Bib Gourmand,80.0,CA,California,West,Italian
449,iTalico,"341 California Ave., Palo Alto, 94306, United States",94306,Palo Alto,42.0,42.0,USD,"Italian, Regional Cuisine",-122.1443652,37.4269959,-8439,https://guide.michelin.com/en/california/palo-alto/restaurant/italico,https://www.italicorestaurant.com/,Bib Gourmand,42.0,CA,California,West,Italian
451,zero otto nove,"2357 Arthur Ave., New York, 10458, United States",10458,New York,50.0,50.0,USD,"Italian, Campanian",-73.8882875,40.8549046,471,https://guide.michelin.com/en/new-york-state/new-york/restaurant/zero-otto-nove,https://www.roberto089.com/,Bib Gourmand,50.0,NY,New York,Northeast,Italian
452,zero otto nove,"2357 Arthur Ave., New York, 10458, United States",10458,New York,50.0,50.0,USD,"Italian, Campanian",-73.8882875,40.8549046,471,https://guide.michelin.com/en/new-york-state/new-york/restaurant/zero-otto-nove,https://www.roberto089.com/,Bib Gourmand,50.0,NY,New York,Northeast,Italian
461,Vinum,"704 Bay St., New York, 10304, United States",10304,New York,50.0,50.0,USD,Italian,-74.074715,40.624893,-7196,https://guide.michelin.com/en/new-york-state/new-york/restaurant/vinum,https://www.vinumnyc.com/,Bib Gourmand,50.0,NY,New York,Northeast,Italian
